MUNICIPIO,sigla_uf,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total,longitude,latitude
CRISTIANO OTONI,MG,359.0,355.0,347.0,397.0,839.0,768.0,751.0,616.0,410.0,214.0,105.0,5161.0,-43.8267659466574,-20.8355183200232
CRISTINA,MG,565.0,577.0,576.0,613.0,1488.0,1520.0,1485.0,1458.0,995.0,613.0,321.0,10211.0,-45.2894174964636,-22.2056565078854
CRUCILANDIA,MG,283.0,292.0,287.0,313.0,674.0,712.0,728.0,760.0,537.0,303.0,183.0,5072.0,-44.3597596611099,-20.4040693876235
CRUZEIRO DA FORTALEZA,MG,268.0,272.0,261.0,268.0,579.0,508.0,470.0,442.0,308.0,171.0,104.0,3651.0,-46.6759102468367,-18.9723140544919
CRUZILIA,MG,849.0,848.0,816.0,965.0,2520.0,2257.0,2017.0,2139.0,1670.0,926.0,522.0,15529.0,-44.7978416830448,-21.7306413509669
CUPARAQUE,MG,364.0,370.0,356.0,332.0,744.0,754.0,701.0,619.0,422.0,234.0,130.0,5026.0,-41.1292907829819,-19.0093756829081
CURRAL DE DENTRO,MG,663.0,608.0,523.0,584.0,1343.0,1208.0,941.0,823.0,611.0,377.0,186.0,7867.0,-41.7655049004421,-15.8621013018736
CURVELO,MG,4979.0,5001.0,4926.0,5561.0,13043.0,12794.0,11010.0,10124.0,7253.0,4072.0,2322.0,81085.0,-44.4477072159038,-18.8197950718222
DATAS,MG,386.0,387.0,345.0,342.0,872.0,826.0,708.0,712.0,483.0,229.0,141.0,5431.0,-43.647654841465,-18.47098962816
DELFIM MOREIRA,MG,439.0,470.0,459.0,485.0,1221.0,1149.0,1133.0,1262.0,825.0,373.0,191.0,8007.0,-45.2877311849054,-22.5070264421608
DELFINOPOLIS,MG,447.0,441.0,404.0,447.0,1163.0,1034.0,1073.0,959.0,661.0,348.0,169.0,7146.0,-46.773066347721,-20.3566996286343
DELTA,MG,944.0,915.0,1031.0,1119.0,2039.0,2040.0,1418.0,761.0,438.0,209.0,80.0,10994.0,-47.8097333864395,-19.9360480910061
DESCOBERTO,MG,293.0,297.0,287.0,322.0,783.0,784.0,633.0,651.0,525.0,288.0,181.0,5044.0,-42.9634904123534,-21.4467299527771
DESTERRO DE ENTRE RIOS,MG,354.0,382.0,383.0,383.0,997.0,1106.0,980.0,1058.0,777.0,534.0,312.0,7266.0,-44.2713327621325,-20.629729618824
DESTERRO DO MELO,MG,149.0,152.0,138.0,137.0,399.0,424.0,427.0,415.0,316.0,197.0,113.0,2867.0,-43.5198509346874,-21.1506130556366
DIAMANTINA,MG,3038.0,3074.0,2998.0,3201.0,8050.0,8501.0,6439.0,5548.0,3760.0,2056.0,1259.0,47924.0,-43.6104114155005,-17.9934984668936
DIOGO DE VASCONCELOS,MG,227.0,224.0,189.0,206.0,561.0,495.0,511.0,503.0,405.0,260.0,198.0,3779.0,-43.1839008167404,-20.4812803903689
DIONISIO,MG,380.0,390.0,378.0,404.0,1015.0,1135.0,1100.0,1074.0,790.0,517.0,310.0,7493.0,-42.678173668427,-19.8377121565325
DIVINESIA,MG,232.0,231.0,220.0,208.0,451.0,532.0,439.0,481.0,371.0,155.0,110.0,3430.0,-42.9980176018014,-20.9879469889249
DIVINO,MG,1427.0,1386.0,1277.0,1464.0,3087.0,2897.0,2754.0,2474.0,1804.0,930.0,520.0,20020.0,-42.175485903711,-20.5899310749003
DIVINO DAS LARANJEIRAS,MG,320.0,347.0,326.0,282.0,657.0,670.0,651.0,670.0,515.0,332.0,199.0,4969.0,-41.5070284057986,-18.7124734721019
DIVINOLANDIA DE MINAS,MG,539.0,537.0,495.0,489.0,1306.0,1231.0,893.0,900.0,646.0,374.0,245.0,7655.0,-42.5735113180656,-18.7822572581001
DIVINOPOLIS,MG,13038.0,13347.0,13971.0,15840.0,37579.0,40054.0,36181.0,31461.0,23386.0,11952.0,5696.0,242505.0,-44.930704423665,-20.1237438815343
DIVISA ALEGRE,MG,598.0,555.0,504.0,601.0,1192.0,1093.0,848.0,684.0,440.0,291.0,140.0,6946.0,-41.3740284598576,-15.6988577814524
DIVISA NOVA,MG,443.0,432.0,403.0,397.0,953.0,862.0,797.0,702.0,553.0,311.0,186.0,6039.0,-46.2451277975426,-21.5179032021336
DIVISOPOLIS,MG,818.0,827.0,768.0,761.0,1871.0,1914.0,1465.0,1275.0,836.0,556.0,305.0,11396.0,-40.9123296353684,-15.7628933941219
DOM BOSCO,MG,231.0,229.0,204.0,230.0,560.0,543.0,512.0,501.0,358.0,178.0,89.0,3635.0,-46.2899328079407,-16.7402858896311
DOM CAVATI,MG,277.0,281.0,265.0,292.0,680.0,652.0,659.0,664.0,585.0,413.0,257.0,5025.0,-42.0912434184693,-19.3859617628403
DOM JOAQUIM,MG,307.0,294.0,252.0,274.0,698.0,652.0,591.0,527.0,410.0,258.0,173.0,4436.0,-43.2592001988957,-18.9282319082498
DOM SILVERIO,MG,221.0,238.0,225.0,233.0,647.0,689.0,736.0,802.0,650.0,458.0,328.0,5227.0,-42.9461564041758,-20.1346072443025
DOM VICOSO,MG,156.0,158.0,148.0,150.0,417.0,413.0,459.0,459.0,365.0,171.0,96.0,2992.0,-45.1427911205158,-22.2285250838463
DONA EUSEBIA,MG,386.0,388.0,386.0,443.0,1072.0,1007.0,928.0,933.0,613.0,320.0,188.0,6664.0,-42.8010795236269,-21.3314695941323
DORES DE CAMPOS,MG,573.0,583.0,614.0,703.0,1635.0,1492.0,1458.0,1475.0,992.0,536.0,230.0,10291.0,-43.9895339830748,-21.1001494826631
DORES DE GUANHAES,MG,334.0,329.0,282.0,321.0,797.0,728.0,728.0,691.0,468.0,268.0,193.0,5139.0,-42.9312297239569,-19.0539857589339
DORES DO INDAIA,MG,631.0,653.0,631.0,726.0,1842.0,1691.0,1891.0,2006.0,1596.0,1040.0,666.0,13373.0,-45.5473079680048,-19.4896305018226
DORES DO TURVO,MG,198.0,200.0,175.0,224.0,626.0,589.0,616.0,627.0,493.0,296.0,158.0,4202.0,-43.1671966930707,-21.0239037986913
DORESOPOLIS,MG,101.0,101.0,98.0,99.0,241.0,217.0,233.0,174.0,144.0,92.0,39.0,1539.0,-45.8871561205011,-20.2916754448779
DOURADOQUARA,MG,109.0,108.0,110.0,115.0,249.0,284.0,299.0,275.0,188.0,126.0,52.0,1915.0,-47.604412843171,-18.4374109700758
DURANDE,MG,606.0,580.0,519.0,570.0,1298.0,1288.0,1080.0,858.0,614.0,303.0,182.0,7898.0,-41.7953877645711,-20.1471935275522
ELOI MENDES,MG,1929.0,1887.0,1867.0,2046.0,4477.0,4143.0,3794.0,3455.0,2723.0,1517.0,718.0,28556.0,-45.597320962932,-21.6124074499068
ENGENHEIRO CALDAS,MG,807.0,800.0,751.0,805.0,1838.0,1654.0,1486.0,1361.0,918.0,535.0,313.0,11268.0,-42.0192856011753,-19.1280878822666
ENGENHEIRO NAVARRO,MG,522.0,511.0,447.0,422.0,1099.0,1129.0,1015.0,853.0,652.0,394.0,196.0,7240.0,-44.0140204480698,-17.296499340484
ENTRE FOLHAS,MG,334.0,330.0,301.0,322.0,760.0,804.0,781.0,710.0,514.0,315.0,212.0,5383.0,-42.2417076894004,-19.6553288998284
ENTRE RIOS DE MINAS,MG,845.0,869.0,874.0,932.0,2234.0,2365.0,2287.0,2071.0,1546.0,942.0,493.0,15458.0,-44.0947793567026,-20.7051903166051
ERVALIA,MG,1212.0,1194.0,1128.0,1227.0,2841.0,3116.0,2707.0,2309.0,1765.0,955.0,565.0,19019.0,-42.6006039682418,-20.8489611070645
ESMERALDAS,MG,5326.0,5124.0,4762.0,5294.0,12804.0,10089.0,9651.0,8859.0,6248.0,2946.0,1409.0,72512.0,-44.3074782070108,-19.7329636250756
ESPERA FELIZ,MG,1665.0,1627.0,1571.0,1773.0,4047.0,3868.0,3487.0,3100.0,2370.0,1190.0,589.0,25287.0,-41.9298727308181,-20.5972931552964
ESPINOSA,MG,2185.0,2159.0,2026.0,2027.0,4845.0,5326.0,4056.0,3492.0,2765.0,1705.0,1017.0,31603.0,-42.9660210403399,-14.8590822154468
ESPIRITO SANTO DO DOURADO,MG,235.0,249.0,252.0,275.0,707.0,658.0,674.0,695.0,512.0,314.0,157.0,4728.0,-45.9867409090209,-22.009129739338
ESTIVA,MG,612.0,630.0,615.0,688.0,1684.0,1756.0,1627.0,1606.0,1186.0,675.0,337.0,11416.0,-46.0140195307896,-22.4582106194515
ESTRELA DALVA,MG,127.0,129.0,123.0,124.0,317.0,310.0,297.0,322.0,283.0,177.0,99.0,2308.0,-42.4671018280256,-21.7065366921869
ESTRELA DO INDAIA,MG,168.0,176.0,165.0,179.0,452.0,458.0,512.0,528.0,419.0,280.0,146.0,3483.0,-45.8082781844733,-19.5918738658056
ESTRELA DO SUL,MG,469.0,482.0,487.0,555.0,1292.0,1267.0,1087.0,1078.0,734.0,389.0,217.0,8057.0,-47.7264295751152,-18.7151016947914
EUGENOPOLIS,MG,672.0,672.0,671.0,694.0,1545.0,1755.0,1646.0,1467.0,1136.0,709.0,416.0,11383.0,-42.2233045806621,-21.0140281118967
EWBANK DA CAMARA,MG,266.0,269.0,270.0,277.0,654.0,594.0,526.0,506.0,324.0,164.0,82.0,3932.0,-43.5605205835644,-21.574996984156
EXTREMA,MG,2417.0,2428.0,2467.0,2792.0,6484.0,6405.0,5192.0,4220.0,2934.0,1588.0,722.0,37649.0,-46.2897220575017,-22.8252952853766
FAMA,MG,109.0,111.0,107.0,124.0,273.0,307.0,332.0,399.0,332.0,180.0,100.0,2374.0,-45.8141548392177,-21.4652944075172
FARIA LEMOS,MG,208.0,200.0,194.0,207.0,440.0,403.0,414.0,417.0,362.0,210.0,147.0,3202.0,-42.0354781760094,-20.7812733843923
FELICIO DOS SANTOS,MG,315.0,319.0,266.0,258.0,745.0,664.0,600.0,638.0,406.0,263.0,182.0,4656.0,-43.2388800260759,-18.1331325317624
SAO GONCALO DO RIO PRETO,MG,211.0,212.0,186.0,191.0,521.0,535.0,447.0,394.0,239.0,175.0,67.0,3178.0,-43.3585149917373,-18.0763116964369
FELISBURGO,MG,510.0,530.0,474.0,442.0,1174.0,1054.0,970.0,976.0,648.0,491.0,279.0,7548.0,-40.7331987356476,-16.6360347508439
FELIXLANDIA,MG,988.0,964.0,908.0,986.0,2337.0,2292.0,2206.0,2005.0,1529.0,856.0,457.0,15528.0,-44.9582161331336,-18.703077170658
FERNANDES TOURINHO,MG,195.0,210.0,198.0,196.0,547.0,532.0,478.0,466.0,344.0,198.0,136.0,3500.0,-42.0965246783277,-19.101894580767
FERROS,MG,581.0,577.0,500.0,520.0,1341.0,1311.0,1380.0,1374.0,951.0,589.0,452.0,9576.0,-42.9401925386359,-19.2455138624816
FERVEDOURO,MG,873.0,840.0,792.0,862.0,1839.0,1708.0,1507.0,1195.0,831.0,438.0,215.0,11100.0,-42.3469271652425,-20.6806755399028
FLORESTAL,MG,400.0,405.0,403.0,496.0,1249.0,1167.0,1042.0,1023.0,743.0,442.0,232.0,7602.0,-44.4428835866766,-19.867781527934
FORMIGA,MG,3265.0,3386.0,3509.0,4107.0,10027.0,10882.0,9895.0,9443.0,7301.0,4011.0,2130.0,67956.0,-45.5162974988341,-20.5537113900997
FORMOSO,MG,865.0,817.0,728.0,687.0,1774.0,1654.0,1240.0,913.0,625.0,334.0,173.0,9810.0,-46.1587495115639,-15.129699210053
FORMOSO,GO,865.0,817.0,728.0,687.0,1774.0,1654.0,1240.0,913.0,625.0,334.0,173.0,9810.0,-48.8675971392566,-13.7229683729784
FORTALEZA DE MINAS,MG,280.0,271.0,262.0,314.0,685.0,654.0,585.0,587.0,469.0,243.0,110.0,4460.0,-46.7714048972698,-20.8878746151507
FORTUNA DE MINAS,MG,195.0,193.0,182.0,195.0,453.0,450.0,431.0,362.0,262.0,169.0,94.0,2986.0,-44.5042039375262,-19.5575963880362
FRANCISCO BADARO,MG,519.0,525.0,518.0,668.0,1514.0,1970.0,1394.0,1190.0,952.0,649.0,412.0,10311.0,-42.3098100848583,-16.9776049872244
FRANCISCO DUMONT,MG,432.0,409.0,349.0,336.0,870.0,812.0,704.0,543.0,425.0,244.0,144.0,5268.0,-44.2698414995151,-17.4696905641043
FRANCISCO SA,MG,1873.0,1856.0,1715.0,1785.0,4382.0,4234.0,3411.0,3135.0,2085.0,1330.0,653.0,26459.0,-43.478814851736,-16.3936258676087
FRANCISCOPOLIS,MG,410.0,377.0,304.0,336.0,849.0,775.0,697.0,619.0,482.0,275.0,163.0,5287.0,-41.9679320153627,-17.9933504468482
FREI GASPAR,MG,489.0,455.0,379.0,381.0,899.0,899.0,747.0,630.0,451.0,304.0,224.0,5858.0,-41.5107096362034,-18.1396945547713
FREI INOCENCIO,MG,707.0,693.0,640.0,696.0,1528.0,1352.0,1359.0,1177.0,792.0,478.0,294.0,9716.0,-41.879195027382,-18.5197515375515
FREI LAGONEGRO,MG,275.0,263.0,227.0,252.0,554.0,602.0,499.0,354.0,253.0,132.0,85.0,3496.0,-42.7558592565695,-18.1434066499639
FRONTEIRA,MG,1492.0,1481.0,1503.0,1485.0,3181.0,3191.0,2518.0,1816.0,1260.0,663.0,276.0,18866.0,-49.1588668792463,-20.2284027355688
FRONTEIRA DOS VALES,MG,319.0,315.0,270.0,246.0,625.0,653.0,617.0,569.0,426.0,323.0,179.0,4542.0,-40.8353797445685,-16.8939195248372
FRUTA DE LEITE,MG,497.0,461.0,393.0,361.0,787.0,754.0,584.0,483.0,434.0,303.0,175.0,5232.0,-42.519879649646,-16.1256285078597
FRUTAL,MG,3609.0,3686.0,3907.0,4175.0,9540.0,10192.0,8545.0,7287.0,5270.0,2868.0,1429.0,60508.0,-49.0004472910531,-20.0356740276841
FUNILANDIA,MG,313.0,303.0,267.0,283.0,653.0,610.0,625.0,601.0,401.0,245.0,133.0,4434.0,-44.0741472224481,-19.361020792538
GALILEIA,MG,428.0,439.0,392.0,429.0,1005.0,892.0,998.0,912.0,665.0,408.0,196.0,6764.0,-41.5449906784588,-18.8802107110616
GAMELEIRAS,MG,344.0,352.0,312.0,261.0,780.0,785.0,689.0,636.0,481.0,309.0,135.0,5084.0,-43.2597136143804,-14.9710460621264
GLAUCILANDIA,MG,219.0,220.0,197.0,193.0,466.0,491.0,444.0,376.0,277.0,194.0,100.0,3177.0,-43.6393691339759,-16.9038668578596
GOIABEIRA,MG,244.0,242.0,216.0,201.0,490.0,479.0,466.0,448.0,325.0,188.0,103.0,3402.0,-41.2360581314872,-19.0219667371861
GOIANA,PE,207.0,215.0,209.0,214.0,528.0,539.0,562.0,635.0,467.0,269.0,169.0,4014.0,-34.9486017454472,-7.60569518740831
GONCALVES,MG,241.0,243.0,219.0,237.0,642.0,591.0,656.0,683.0,464.0,270.0,114.0,4360.0,-45.8248679440898,-22.6730342441742
GONZAGA,MG,461.0,460.0,407.0,408.0,1015.0,984.0,768.0,718.0,535.0,276.0,152.0,6184.0,-42.5051419614417,-18.8738510192222
GOUVEIA,MG,655.0,683.0,651.0,678.0,1775.0,1985.0,1588.0,1528.0,1201.0,676.0,391.0,11811.0,-43.8334136628295,-18.5234766115069
GOVERNADOR VALADARES,MG,18038.0,18402.0,18634.0,20062.0,43433.0,43557.0,38873.0,33921.0,25199.0,14358.0,7687.0,282164.0,-41.9634877054475,-18.7834955508151
GRAO MOGOL,MG,1239.0,1197.0,1088.0,1193.0,2849.0,2668.0,2022.0,1635.0,1085.0,638.0,329.0,15943.0,-42.9938397817042,-16.463908491839
GRUPIARA,MG,80.0,80.0,79.0,76.0,171.0,207.0,213.0,189.0,147.0,90.0,54.0,1386.0,-47.7604346198385,-18.488108019515
GUANHAES,MG,2190.0,2172.0,2025.0,2390.0,6171.0,5677.0,4787.0,3912.0,2930.0,1641.0,923.0,34818.0,-42.85316959528,-18.8335718902351
GUAPE,SP,830.0,822.0,797.0,912.0,2119.0,2049.0,2076.0,1986.0,1484.0,794.0,400.0,14269.0,-47.4744214997026,-24.5495346989885
GUARACIABA,MG,524.0,538.0,529.0,594.0,1284.0,1639.0,1442.0,1411.0,1206.0,692.0,448.0,10307.0,-43.0207640592164,-20.5551733094851
GUARACIABA,SC,524.0,538.0,529.0,594.0,1284.0,1639.0,1442.0,1411.0,1206.0,692.0,448.0,10307.0,-53.5707012267362,-26.5800268990948
GUARACIAMA,MG,360.0,360.0,315.0,271.0,763.0,830.0,711.0,605.0,432.0,245.0,113.0,5005.0,-43.6206104928899,-17.0785452550164
GUARANESIA,MG,1062.0,1067.0,1050.0,1168.0,3094.0,3058.0,2659.0,2454.0,1856.0,1000.0,546.0,19014.0,-46.8073354652065,-21.2774403123971
GUARANI,MG,487.0,501.0,508.0,536.0,1334.0,1346.0,1155.0,1217.0,942.0,548.0,352.0,8926.0,-43.0576493159755,-21.3569763643747
GUARARA,SP,215.0,214.0,212.0,244.0,575.0,539.0,501.0,488.0,397.0,233.0,137.0,3755.0,-46.0585936442345,-23.4275755615739
GUARDA-MOR,MG,463.0,453.0,412.0,436.0,1077.0,915.0,939.0,870.0,550.0,306.0,137.0,6558.0,-47.1262164871727,-17.7318791658106
GUAXUPE,MG,2806.0,2854.0,2903.0,3214.0,7742.0,8278.0,7409.0,6910.0,5561.0,3008.0,1549.0,52234.0,-46.6830084596005,-21.2906280717501
GUIDOVAL,MG,375.0,387.0,382.0,405.0,1015.0,1009.0,973.0,1024.0,781.0,414.0,261.0,7026.0,-42.7856298400763,-21.1668627055155
GUIMARANIA,MG,508.0,525.0,528.0,594.0,1278.0,1186.0,1063.0,1006.0,764.0,478.0,238.0,8168.0,-46.7529354578674,-18.8160104337552
GUIRICEMA,MG,424.0,431.0,422.0,458.0,1126.0,1231.0,1168.0,1212.0,963.0,545.0,316.0,8296.0,-42.6996565814747,-21.0148563675323
GURINHATA,MG,272.0,285.0,253.0,250.0,681.0,612.0,844.0,897.0,702.0,467.0,253.0,5516.0,-49.8700795978044,-19.0982439403983
HELIODORA,MG,408.0,412.0,381.0,374.0,979.0,969.0,909.0,929.0,705.0,381.0,176.0,6623.0,-45.5407700218736,-22.049227334757
IAPU,MG,691.0,714.0,673.0,692.0,1709.0,1658.0,1558.0,1454.0,995.0,595.0,346.0,11085.0,-42.2427319695897,-19.3470977500221
IBERTIOGA,MG,309.0,324.0,315.0,283.0,744.0,681.0,755.0,701.0,474.0,286.0,127.0,4999.0,-43.9589931204663,-21.4496738127535
IBIA,MG,1602.0,1573.0,1538.0,1669.0,4168.0,4208.0,3636.0,3149.0,2345.0,1087.0,536.0,25511.0,-44.7902580637607,-16.8287604659261
IBIAI,MG,689.0,645.0,540.0,545.0,1437.0,1390.0,1100.0,897.0,663.0,363.0,209.0,8478.0,-47.1116500944599,-20.3932554830112
IBIRACATU,MG,408.0,397.0,342.0,336.0,881.0,902.0,628.0,576.0,426.0,277.0,167.0,5340.0,-44.1448953822128,-15.6966116449296
IBIRACI,MG,1060.0,1017.0,970.0,995.0,2411.0,2237.0,1932.0,1504.0,1129.0,597.0,276.0,14128.0,-47.1116500944599,-20.3932554830112
IBIRITE,MG,13869.0,13265.0,12843.0,14394.0,33690.0,29445.0,26045.0,19719.0,12932.0,5632.0,2196.0,184030.0,-44.0685335020093,-20.0235996093277
IBITIURA DE MINAS,MG,174.0,174.0,179.0,232.0,528.0,513.0,498.0,475.0,391.0,218.0,115.0,3497.0,-46.4076209059014,-22.0673581871577
IBITURUNA,MG,200.0,191.0,176.0,211.0,447.0,416.0,442.0,370.0,290.0,173.0,87.0,3003.0,-44.7829395857849,-21.1671888987022
ICARAI DE MINAS,MG,1020.0,977.0,882.0,898.0,2157.0,2315.0,1497.0,1031.0,728.0,444.0,251.0,12200.0,-44.9163268033141,-16.2251350931928
IGARAPE,MG,3172.0,3027.0,2848.0,3198.0,7423.0,6962.0,6442.0,5250.0,3598.0,1840.0,801.0,44561.0,-44.3212737505056,-20.0587718337566
IGARATINGA,MG,758.0,759.0,794.0,912.0,1984.0,1813.0,1525.0,1214.0,796.0,408.0,183.0,11146.0,-44.7183982051374,-19.9511172725217
IGUATAMA,MG,364.0,386.0,397.0,410.0,1092.0,1279.0,1102.0,1190.0,956.0,497.0,228.0,7901.0,-45.7527922513891,-20.1561690904249
IJACI,MG,407.0,412.0,404.0,480.0,1112.0,1006.0,923.0,828.0,591.0,334.0,170.0,6667.0,-44.9338154523766,-21.1782043961061
ILICINEA,MG,822.0,815.0,783.0,866.0,2053.0,1869.0,1621.0,1541.0,1194.0,616.0,331.0,12511.0,-45.8016055376941,-20.9314603532249
IMBE DE MINAS,MG,520.0,493.0,433.0,461.0,1036.0,1043.0,1055.0,820.0,602.0,334.0,179.0,6976.0,-41.967687364747,-19.6186320350048
INCONFIDENTES,MG,376.0,388.0,390.0,432.0,1127.0,1111.0,1193.0,1057.0,729.0,402.0,182.0,7387.0,-46.2817381913456,-22.3364697169611
INDAIABIRA,MG,502.0,486.0,421.0,462.0,1225.0,1121.0,941.0,885.0,646.0,414.0,225.0,7328.0,-42.1429159176565,-15.5621659997481
INDIANOPOLIS,MG,500.0,481.0,464.0,507.0,1174.0,1101.0,1004.0,855.0,533.0,268.0,122.0,7009.0,-47.8496548283504,-18.9522779453686
INDIANOPOLIS,PR,500.0,481.0,464.0,507.0,1174.0,1101.0,1004.0,855.0,533.0,268.0,122.0,7009.0,-52.6730857028042,-23.4868400644611
INGAI,MG,160.0,165.0,162.0,170.0,439.0,397.0,438.0,390.0,257.0,142.0,65.0,2785.0,-44.9246595743423,-21.4105667267632
INHAPIM,MG,1421.0,1454.0,1356.0,1441.0,3488.0,3419.0,3543.0,3252.0,2373.0,1385.0,888.0,24020.0,-41.9669464004527,-19.4986797638048
INHAUMA,PI,360.0,358.0,348.0,466.0,1080.0,995.0,878.0,791.0,616.0,308.0,152.0,6352.0,-41.6860466837086,-6.67270614205905
INIMUTABA,MG,466.0,473.0,453.0,489.0,1258.0,1200.0,995.0,925.0,705.0,414.0,227.0,7605.0,-44.2913807493747,-18.7291781750343
IPABA,MG,1489.0,1429.0,1335.0,1457.0,3323.0,2891.0,2528.0,1972.0,1412.0,707.0,383.0,18926.0,-42.3708973082045,-19.408780415811
IPANEMA,MG,1227.0,1236.0,1184.0,1251.0,2853.0,3028.0,2832.0,2540.0,2023.0,1229.0,730.0,20133.0,-41.7493132179688,-19.7577266968064
IPATINGA,MG,16071.0,16316.0,17312.0,18534.0,40047.0,44307.0,38316.0,30848.0,26637.0,13078.0,5867.0,267333.0,-42.601004680374,-19.4389889472023
IPIACU,MG,235.0,238.0,228.0,257.0,643.0,629.0,572.0,563.0,423.0,291.0,150.0,4229.0,-49.9321214744244,-18.6981883350898
IPUIUNA,MG,551.0,570.0,590.0,663.0,1506.0,1515.0,1511.0,1489.0,1015.0,529.0,217.0,10156.0,-46.1306005245409,-22.0279667585356
IRAI DE MINAS,MG,510.0,505.0,501.0,510.0,1122.0,1035.0,959.0,832.0,598.0,338.0,157.0,7067.0,-47.4575462634907,-19.043948388731
ITABIRA,MG,7245.0,7418.0,7501.0,7846.0,18585.0,19921.0,18045.0,15193.0,11057.0,5870.0,3036.0,121717.0,-43.299978965662,-19.6005653863672
ITABIRINHA,MG,805.0,806.0,760.0,739.0,1700.0,1857.0,1762.0,1333.0,967.0,575.0,333.0,11637.0,-41.2445904394984,-18.5491289290087
ITABIRITO,MG,3328.0,3330.0,3432.0,3734.0,8522.0,8862.0,7637.0,6117.0,4532.0,2324.0,1178.0,52996.0,-43.8098469051664,-20.2534958853052
ITACAMBIRA,MG,346.0,347.0,321.0,353.0,878.0,993.0,785.0,604.0,416.0,282.0,122.0,5447.0,-43.3287335306874,-16.9349469065438
ITACARAMBI,MG,1627.0,1579.0,1397.0,1326.0,3133.0,2742.0,2216.0,1794.0,1183.0,754.0,424.0,18175.0,-44.1251736397847,-15.1771250215531
ITAGUARA,MG,745.0,751.0,750.0,860.0,2082.0,2016.0,2022.0,1778.0,1325.0,741.0,440.0,13510.0,-44.5317152115855,-20.3719082471676
ITAIPE,MG,1226.0,1140.0,993.0,1064.0,2213.0,2122.0,1635.0,1052.0,758.0,446.0,261.0,12910.0,-41.6593600573546,-17.4093181365703
ITAJUBA,AP,5590.0,5652.0,5920.0,6401.0,14960.0,16049.0,13606.0,12184.0,9588.0,5077.0,2755.0,97782.0,-50.6516449469549,0.532296905368481
ITAMARANDIBA,MG,2857.0,2732.0,2440.0,2623.0,6190.0,5964.0,4534.0,3475.0,2316.0,1326.0,673.0,35130.0,-42.8770498055363,-17.8564480583111
ITAMARATI DE MINAS,MG,188.0,194.0,196.0,214.0,648.0,742.0,610.0,683.0,498.0,264.0,158.0,4395.0,-42.8477382009619,-21.4240585911123
ITAMBACURI,MG,1771.0,1730.0,1548.0,1570.0,3658.0,3484.0,2877.0,2521.0,1919.0,1216.0,913.0,23207.0,-41.8460090394982,-18.1590179830777
ITAMBE DO MATO DENTRO,MG,112.0,119.0,115.0,100.0,255.0,275.0,296.0,315.0,229.0,135.0,81.0,2032.0,-43.3511973068605,-19.3963854099673
ITAMOGI,MG,517.0,524.0,526.0,585.0,1485.0,1536.0,1399.0,1387.0,1237.0,602.0,324.0,10122.0,-47.0501374891197,-21.0741676884337
ITAMONTE,MG,977.0,969.0,984.0,1051.0,2468.0,2570.0,2277.0,1984.0,1470.0,728.0,366.0,15844.0,-44.7576929949201,-22.2892319673269
ITANHANDU,MG,944.0,956.0,980.0,1030.0,2325.0,2374.0,2204.0,2045.0,1445.0,810.0,398.0,15511.0,-44.920946115356,-22.3201597026626
ITANHOMI,MG,801.0,842.0,801.0,718.0,1719.0,1854.0,1616.0,1631.0,1136.0,728.0,413.0,12259.0,-41.8204333363414,-19.1609475707111
ITAOBIM,MG,1477.0,1459.0,1321.0,1338.0,3188.0,3216.0,2707.0,2408.0,1851.0,1267.0,765.0,20997.0,-41.5343872746071,-16.5829721726476
ITAPAGIPE,MG,740.0,733.0,758.0,945.0,2455.0,2908.0,2398.0,1998.0,1370.0,786.0,420.0,15511.0,-49.4234193467791,-19.7948794568582
ITAPECERICA,MG,1075.0,1120.0,1109.0,1132.0,2905.0,3102.0,3074.0,3121.0,2538.0,1639.0,945.0,21760.0,-45.1078806466988,-20.4584809800842
ITAPEVA,MG,603.0,610.0,594.0,670.0,1565.0,1579.0,1407.0,1253.0,927.0,540.0,228.0,9976.0,-46.2097700585022,-22.6998806525292
ITAPEVA,SP,603.0,610.0,594.0,670.0,1565.0,1579.0,1407.0,1253.0,927.0,540.0,228.0,9976.0,-48.8717223808061,-23.9139207242148
ITATIAIUCU,MG,768.0,776.0,730.0,758.0,1959.0,1666.0,1617.0,1394.0,948.0,523.0,215.0,11354.0,-44.4528946513449,-20.2092073584504
ITAU DE MINAS,MG,881.0,898.0,933.0,1047.0,2427.0,2508.0,2131.0,2280.0,1775.0,943.0,463.0,16286.0,-46.7716901800997,-20.7367249669491
ITAUNA,BA,5215.0,5293.0,5452.0,6216.0,15030.0,15358.0,13744.0,12328.0,9053.0,4579.0,2187.0,94455.0,-39.3256901253884,-14.8496069196248
ITAVERAVA,MG,322.0,333.0,310.0,348.0,769.0,773.0,745.0,722.0,546.0,288.0,165.0,5321.0,-43.6129080394157,-20.6852501986584
ITINGA,MG,1176.0,1147.0,1003.0,1052.0,2390.0,2355.0,1901.0,1531.0,1164.0,819.0,515.0,15053.0,-41.8356541253092,-16.5865176743595
ITUETA,MG,331.0,343.0,328.0,380.0,899.0,810.0,901.0,856.0,643.0,384.0,199.0,6074.0,-41.1038221690071,-19.3727623624364
